199.394	-1.05
198.98	-1.55
198.636	-1.65
198.566	-2.20
198.498	-1.80
198.36	-2.70
198.291	-1.50
197.946	-2.65
197.809	-2.45
197.534	-1.50
196.706	-3.40
196.5	-3.75
196.27	-1.25
196.116	-3.30
195.656	-1.00
195.426	-1.35
195.35	-2.30
194.736	-1.40
194.66	-1.95
194.584	-0.90
194.506	-2.10
194.276	-2.35
194.046	-1.75
193.894	-1.70
193.816	-0.90
193.74	-1.55
193.51	-1.15
193.126	-1.10
192.974	-0.90
192.974	-0.80
192.744	-2.45
192.514	-1.95
192.13	-1.70
191.976	-1.85
191.746	-0.70
191.594	-1.80
191.594	-1.15
191.516	-1.30
191.44	-1.00
191.364	-0.60
191.364	-1.45
191.21	-1.10
191.134	-0.40
191.134	-0.15
191.056	-0.75
191.056	-0.35
190.98	-1.80
190.98	-1.00
190.904	-1.10
190.674	-1.60
190.596	-1.30
190.366	-1.15
190.214	0.05
190.214	-0.95
190.136	0.20
190.06	-0.45
189.984	-0.05
189.984	-0.35
189.906	-0.40
189.83	0.20
189.754	-0.80
189.754	0.00
189.676	-2.60
189.6	-0.90
189.336	-1.00
189.248	-1.10
189.248	-0.90
189.072	-0.35
188.984	-0.85
188.808	-0.60
188.632	-0.80
188.544	-0.90
188.456	-0.70
188.28	-0.85
188.104	-2.20
188.016	-1.75
187.84	-0.95
187.664	-0.75
187.576	-1.15
187.576	-0.15
187.488	-1.95
187.488	-0.50
187.488	-0.60
187.4	-0.15
187.4	-2.30
187.312	-1.70
187.284	-1.70
187.136	-1.30
187.053	-1.10
187.048	-0.40
187.048	-1.10
186.872	-1.30
186.784	-3.00
186.705	-1.50
186.696	-2.60
186.608	-3.60
186.52	-2.85
186.52	-1.40
186.474	-0.40
186.474	-2.20
186.256	-0.65
186.168	-2.50
186.011	-1.10
186.011	-1.90
186.011	-4.10
185.904	-3.30
185.895	-2.80
185.816	-2.50
185.816	-2.45
185.779	-3.10
185.779	-3.20
185.779	-3.60
185.728	-1.10
185.552	-1.50
185.547	-2.00
185.464	-1.20
185.376	-1.25
185.316	-2.90
185.288	-0.50
185.2	-2.98
185.112	-0.80
185.024	-3.10
184.968	-2.91
184.968	-1.20
184.936	-0.85
184.936	-0.15
184.911	-2.38
184.737	-0.40
184.737	-1.08
184.672	-0.05
184.505	-1.38
184.496	-1.20
184.408	0.15
184.389	-0.40
184.332	-0.60
184.216	-1.44
184.158	-1.97
184.1	-0.90
184.042	-1.98
183.926	-1.80
183.88	-2.80
183.868	0.10
183.811	-0.60
183.811	-2.64
183.792	-3.20
183.616	-3.30
183.579	-3.00
183.528	-2.75
183.528	-1.10
183.463	-0.80
183.44	-1.00
183.232	-4.00
183.22	-2.89
183.176	-1.10
183.139	NA
183.088	-1.05
183.058	-1.04
182.971	-1.09
182.941	-0.90
182.926	-0.10
182.912	-1.37
182.882	-0.53
182.853	-1.02
182.845	-0.40
182.617	-0.57
182.587	-1.27
182.558	-0.90
182.558	0.03
182.534	-0.65
182.378	-0.60
182.337	-0.65
182.263	-1.05
182.222	-0.80
182.189	-1.50
182.189	0.87
182.153	0.69
182.116	-1.55
182.079	-1.31
182.042	0.08
182.005	-1.09
181.968	-1.49
181.932	-1.72
181.911	-0.65
181.895	-2.76
181.858	-3.64
181.858	-0.45
181.834	-3.60
181.821	-1.50
181.821	-2.80
181.821	-2.00
181.806	-3.80
181.777	NA
181.755	-3.20
181.747	NA
181.733	-3.51
181.718	-4.83
181.703	-4.31
181.688	-4.27
181.674	-3.50
181.659	-2.80
181.644	-3.90
181.629	-4.65
181.615	-3.84
181.6	-4.25
181.6	-3.95
181.6	-3.24
181.526	-3.96
181.522	-2.50
181.522	-4.60
181.522	-3.30
181.489	-4.01
181.453	-1.00
181.453	-1.80
181.453	-2.00
181.453	-2.10
181.453	-2.40
181.453	-2.80
181.453	-3.04
181.453	-3.40
181.445	-2.85
181.416	-4.53
181.379	-4.18
181.342	-2.51
181.305	-2.57
181.289	-3.30
181.268	-3.09
181.232	-2.99
181.195	-2.07
181.158	-2.47
181.134	-3.75
181.121	-1.51
181.084	-1.84
181.047	-1.64
181.011	-3.30
180.974	-2.58
180.9	-2.69
180.863	-2.76
180.789	-2.29
180.753	-1.99
180.745	-3.70
180.716	-3.32
180.679	-2.63
180.642	-3.86
180.605	-2.94
180.568	-2.50
180.532	-3.71
180.495	-2.78
180.458	-3.91
180.434	-2.90
180.421	-2.69
180.384	-3.02
180.333	-2.44
180.303	-3.27
180.288	-2.13
180.278	-1.70
180.274	-3.75
180.259	-3.98
180.244	-3.19
180.229	-3.58
180.215	-3.38
180.2	-3.67
180.163	-3.02
180.126	-2.95
180.122	-1.90
180.089	-3.35
180.053	-3.64
179.966	-3.40
179.905	-3.04
179.832	-2.67
179.684	-3.09
179.611	-2.62
179.537	-2.70
179.463	-2.77
179.422	-3.40
179.389	-2.15
179.316	-1.75
179.242	-3.12
179.168	-3.29
179.095	-2.93
178.955	-3.10
178.947	-2.36
178.566	-3.50
178.334	-3.65
