28	NA
27	NA
26	NA
25	NA
24	NA
23	-1.361501602
22	-1.577693548
21	-2.314379961
20	-0.242919353
19	-0.086308077
18	-1.273444211
17	-0.714693375
16	-0.113510797
15	-0.917331052
14	-0.758746015
13	-2.064025357
12	-2.662057718
11	-1.614944918
10	-0.638484157
9	-0.810740556
8	-0.704943495
7	-0.970986093
6	-0.260817456
5	-0.053234546
4	0.729019117
3	-0.35606276
2	-0.023259065
1	0.2194645
